-6 	4.77595e-34 	-3.86577e-20 	1.00119 	1.20013e-05 	-2.53617e-21
-5.77083 	-3.74904e-34 	4.80785e-20 	1.00119 	-1.20228e-05 	-2.59797e-21
-5.3286 	2.52659e-33 	-1.73472e-20 	0.997982 	-4.42543e-05 	1.11672e-21
-4.9175 	9.9112e-33 	3.46945e-20 	0.998035 	-7.18974e-05 	6.08993e-21
-4.53532 	6.34656e-33 	5.20417e-19 	0.993326 	-0.000112915 	-7.79343e-22
-4.18004 	-2.2685e-33 	5.72459e-19 	0.991387 	-0.00014906 	-1.20553e-21
-3.84975 	-1.74382e-32 	4.0766e-19 	0.98501 	-0.000211361 	1.78281e-21
-3.54271 	-2.66258e-32 	6.93889e-19 	0.980872 	-0.000259542 	-9.54835e-22
-3.25726 	-1.14939e-32 	9.36751e-19 	0.972462 	-0.00036062 	-8.51497e-21
-2.99191 	-2.20333e-33 	8.23994e-19 	0.965669 	-0.000434016 	-2.93809e-21
-2.74523 	-1.15437e-32 	6.33174e-19 	0.954675 	-0.000592142 	7.71008e-21
-2.5159 	2.13486e-33 	7.37257e-19 	0.944481 	-0.000701382 	4.50837e-21
-2.30271 	2.38955e-32 	7.02563e-19 	0.930068 	-0.000954094 	1.09019e-20
-2.10452 	1.15036e-32 	4.51028e-19 	0.91537 	-0.00112615 	-6.11474e-21
-1.92028 	1.13311e-32 	5.55112e-19 	0.89623 	-0.00153218 	6.98524e-21
-1.749 	1.70453e-32 	7.97973e-19 	0.875339 	-0.00182215 	1.92481e-21
-1.58977 	-5.47467e-33 	8.23994e-19 	0.849364 	-0.0024808 	1.04035e-21
-1.44175 	-1.86273e-32 	7.89299e-19 	0.819613 	-0.00299239 	-1.15356e-20
-1.30414 	-5.81874e-33 	4.16334e-19 	0.783486 	-0.0040963 	-2.19135e-21
-1.17622 	-2.03206e-33 	-3.46945e-20 	0.740335 	-0.00498445 	-1.28155e-21
-1.05729 	-2.65263e-32 	-1.56125e-19 	0.68922 	-0.00697947 	-1.38123e-20
-0.97696 	-3.69068e-32 	-2.60209e-19 	0.641426 	-0.00794853 	1.24057e-20
-0.931994 	-5.25597e-32 	-3.20924e-19 	0.611699 	-0.00858688 	1.25351e-19
-0.8892 	-6.93877e-32 	-2.42861e-19 	0.579746 	-0.00927702 	-6.1631e-20
-0.848474 	-6.85678e-32 	-2.42861e-19 	0.545236 	-0.0100306 	1.71624e-19
-0.809714 	-8.15678e-32 	-2.42861e-19 	0.508002 	-0.0108553 	-3.37194e-19
-0.772827 	-9.29095e-32 	-1.04083e-19 	0.467813 	-0.0117568 	1.994e-19
-0.737721 	-1.07538e-31 	-4.59702e-19 	0.424398 	-0.012742 	-1.5887e-19
-0.704312 	-1.28525e-31 	-7.37257e-19 	0.377476 	-0.0138143 	-4.97679e-20
-0.672516 	-1.4392e-31 	-7.97973e-19 	0.326767 	-0.01496 	-5.91877e-20
-0.642256 	-1.51574e-31 	-9.36751e-19 	0.272086 	-0.016109 	2.22792e-19
-0.613458 	-1.48578e-31 	-9.36751e-19 	0.213623 	-0.0170606 	7.74789e-20
-0.58605 	-1.30253e-31 	-6.59195e-19 	0.152661 	-0.0173837 	-1.2848e-19
-0.559967 	-1.11086e-31 	-4.59702e-19 	0.09216 	-0.0163471 	-2.47926e-19
-0.535144 	-1.01724e-31 	-6.76542e-19 	0.0377893 	-0.0129367 	-6.20311e-20
-0.51152 	-8.96484e-32 	-1.04569e-18 	0.00696445 	-0.00589863 	1.34111e-19
0.51152 	0 	-4.33681e-19 	-0.000476009 	0.000453756 	-8.52679e-20
0.535144 	0 	-4.33681e-19 	-0.00299527 	0.00113984 	2.52395e-20
0.559967 	0 	-5.72459e-19 	-0.00804064 	0.00164648 	1.71111e-19
0.58605 	0 	-5.72459e-19 	-0.014531 	0.00200668 	2.94487e-20
0.613458 	0 	-5.72459e-19 	-0.0220541 	0.00224435 	-4.33988e-20
0.642256 	0 	-8.50015e-19 	-0.030247 	0.00238288 	-8.90172e-20
0.672516 	0 	-9.88792e-19 	-0.0387986 	0.00244488 	6.71609e-20
0.704312 	0 	-9.88792e-19 	-0.047479 	0.00245201 	3.63338e-20
0.737721 	0 	-9.88792e-19 	-0.0561309 	0.00242503 	-2.44128e-20
0.772827 	0 	-9.88792e-19 	-0.0646675 	0.00238376 	-5.71088e-20
0.809714 	0 	-9.88792e-19 	-0.0730695 	0.00234676 	1.9518e-19
0.848474 	0 	-1.12757e-18 	-0.0813825 	0.00233075 	-1.44237e-19
0.8892 	0 	-1.26635e-18 	-0.0897197 	0.00234934 	7.96296e-20
0.931994 	0 	-1.26635e-18 	-0.0981819 	0.00241084 	-1.39985e-19
0.97696 	0 	-1.26635e-18 	-0.106862 	0.00252236 	3.30912e-20
1.05628 	0 	-1.12757e-18 	-0.12373 	0.00279128 	1.28301e-20
1.17064 	0 	-9.88792e-19 	-0.146673 	0.00247629 	1.82771e-20
1.28866 	0 	-9.88792e-19 	-0.169079 	0.00273466 	-3.69613e-21
1.41046 	0 	-9.88792e-19 	-0.195455 	0.00272894 	-1.30728e-20
1.53616 	0 	-9.88792e-19 	-0.221423 	0.00290796 	-1.35156e-20
1.66588 	0 	-8.50015e-19 	-0.251515 	0.00301873 	-2.73108e-22
