-6 	4.77595e-34 	-3.86577e-20 	0.0758089
-5.77083 	-3.74904e-34 	4.80785e-20 	0.0758089
-5.3286 	2.52659e-33 	-1.73472e-20 	0.0765421
-4.9175 	9.9112e-33 	3.46945e-20 	0.0789273
-4.53532 	6.34656e-33 	5.20417e-19 	0.0812051
-4.18004 	-2.2685e-33 	5.72459e-19 	0.085559
-3.84975 	-1.74382e-32 	4.0766e-19 	0.0894945
-3.54271 	-2.66258e-32 	6.93889e-19 	0.0959808
-3.25726 	-1.14939e-32 	9.36751e-19 	0.101839
-2.99191 	-2.20333e-33 	8.23994e-19 	0.110826
-2.74523 	-1.15437e-32 	6.33174e-19 	0.119023
-2.5159 	2.13486e-33 	7.37257e-19 	0.131082
-2.30271 	2.38955e-32 	7.02563e-19 	0.142236
-2.10452 	1.15036e-32 	4.51028e-19 	0.158115
-1.92028 	1.13311e-32 	5.55112e-19 	0.173111
-1.749 	1.70453e-32 	7.97973e-19 	0.193793
-1.58977 	-5.47467e-33 	8.23994e-19 	0.213866
-1.44175 	-1.86273e-32 	7.89299e-19 	0.240622
-1.30414 	-5.81874e-33 	4.16334e-19 	0.267276
-1.17622 	-2.03206e-33 	-3.46945e-20 	0.301639
-1.05729 	-2.65263e-32 	-1.56125e-19 	0.336068
-0.97696 	-3.69068e-32 	-2.60209e-19 	0.367583
-0.931994 	-5.25597e-32 	-3.20924e-19 	0.38621
-0.8892 	-6.93877e-32 	-2.42861e-19 	0.405155
-0.848474 	-6.85678e-32 	-2.42861e-19 	0.42448
-0.809714 	-8.15678e-32 	-2.42861e-19 	0.443996
-0.772827 	-9.29095e-32 	-1.04083e-19 	0.463499
-0.737721 	-1.07538e-31 	-4.59702e-19 	0.482748
-0.704312 	-1.28525e-31 	-7.37257e-19 	0.501433
-0.672516 	-1.4392e-31 	-7.97973e-19 	0.519163
-0.642256 	-1.51574e-31 	-9.36751e-19 	0.535472
-0.613458 	-1.48578e-31 	-9.36751e-19 	0.549856
-0.58605 	-1.30253e-31 	-6.59195e-19 	0.561984
-0.559967 	-1.11086e-31 	-4.59702e-19 	0.571765
-0.535144 	-1.01724e-31 	-6.76542e-19 	0.580398
-0.51152 	-8.96484e-32 	-1.04569e-18 	0.596212
0.51152 	0 	-4.33681e-19 	-0.270044
0.535144 	0 	-4.33681e-19 	-0.271353
0.559967 	0 	-5.72459e-19 	-0.272082
0.58605 	0 	-5.72459e-19 	-0.272684
0.613458 	0 	-5.72459e-19 	-0.273196
0.642256 	0 	-8.50015e-19 	-0.273629
0.672516 	0 	-9.88792e-19 	-0.274011
0.704312 	0 	-9.88792e-19 	-0.274357
0.737721 	0 	-9.88792e-19 	-0.274677
0.772827 	0 	-9.88792e-19 	-0.274977
0.809714 	0 	-9.88792e-19 	-0.275262
0.848474 	0 	-1.12757e-18 	-0.275541
0.8892 	0 	-1.26635e-18 	-0.275826
0.931994 	0 	-1.26635e-18 	-0.276101
0.97696 	0 	-1.26635e-18 	-0.276385
1.05628 	0 	-1.12757e-18 	-0.277699
1.17064 	0 	-9.88792e-19 	-0.276955
1.28866 	0 	-9.88792e-19 	-0.278759
1.41046 	0 	-9.88792e-19 	-0.278545
1.53616 	0 	-9.88792e-19 	-0.279883
1.66588 	0 	-8.50015e-19 	-0.280312
1.79976 	0 	-7.11237e-19 	-0.28158
1.93791 	0 	-7.11237e-19 	-0.282703
2.0805 	0 	-7.11237e-19 	-0.284487
2.22764 	0 	-7.11237e-19 	-0.286631
2.37949 	0 	-7.11237e-19 	-0.289517
2.53621 	0 	-7.11237e-19 	-0.29301
2.69794 	0 	-7.11237e-19 	-0.29712
2.86485 	0 	-5.55112e-19 	-0.301418
3.0371 	0 	-3.98986e-19 	-0.305243
3.21486 	0 	-3.98986e-19 	-0.307382
3.39832 	0 	-3.98986e-19 	-0.306207
3.58764 	0 	-2.60209e-19 	-0.299585
3.78303 	0 	-1.21431e-19 	-0.28555
3.98467 	0 	-1.21431e-19 	-0.262561
4.19276 	0 	-1.21431e-19 	-0.230738
4.40752 	0 	-2.60209e-19 	-0.192054
4.62915 	0 	-3.98986e-19 	-0.150048
4.85787 	0 	-3.98986e-19 	-0.108431
5.09391 	0 	-3.98986e-19 	-0.0705469
5.33751 	0 	-3.98986e-19 	-0.0383952
5.58891 	0 	-3.98986e-19 	-0.0131843
5.84835 	0 	-3.98986e-19 	0.00527351
