-6 	4.77595e-34 	-3.86577e-20 	1.00123 	1.10254e-05 	-2.56138e-21
-5.77083 	-3.74904e-34 	4.80785e-20 	1.00123 	-1.10106e-05 	-2.62377e-21
-5.3286 	2.52659e-33 	-1.73472e-20 	0.998018 	-4.30207e-05 	1.1271e-21
-4.9175 	9.9112e-33 	3.46945e-20 	0.99816 	-7.07751e-05 	6.143e-21
-4.53532 	6.34656e-33 	5.20417e-19 	0.993425 	-0.000111765 	-7.84789e-22
-4.18004 	-2.2685e-33 	5.72459e-19 	0.991581 	-0.000144052 	-1.21304e-21
-3.84975 	-1.74382e-32 	4.0766e-19 	0.985364 	-0.000203474 	1.78953e-21
-3.54271 	-2.66258e-32 	6.93889e-19 	0.981483 	-0.000248896 	-9.56496e-22
-3.25726 	-1.14939e-32 	9.36751e-19 	0.973337 	-0.000349262 	-8.52153e-21
-2.99191 	-2.20333e-33 	8.23994e-19 	0.966787 	-0.000421801 	-2.93593e-21
-2.74523 	-1.15437e-32 	6.33174e-19 	0.956009 	-0.000582143 	7.69816e-21
-2.5159 	2.13486e-33 	7.37257e-19 	0.94599 	-0.000689424 	4.49722e-21
-2.30271 	2.38955e-32 	7.02563e-19 	0.931776 	-0.000943014 	1.08627e-20
-2.10452 	1.15036e-32 	4.51028e-19 	0.917253 	-0.00111104 	-6.09273e-21
-1.92028 	1.13311e-32 	5.55112e-19 	0.898343 	-0.00151723 	6.95333e-21
-1.749 	1.70453e-32 	7.97973e-19 	0.877651 	-0.00180338 	1.91632e-21
-1.58977 	-5.47467e-33 	8.23994e-19 	0.851919 	-0.00246319 	1.03509e-21
-1.44175 	-1.86273e-32 	7.89299e-19 	0.822357 	-0.00297371 	-1.14933e-20
-1.30414 	-5.81874e-33 	4.16334e-19 	0.786426 	-0.00408151 	-2.1933e-21
-1.17622 	-2.03206e-33 	-3.46945e-20 	0.743394 	-0.0049734 	-1.288e-21
-1.05729 	-2.65263e-32 	-1.56125e-19 	0.69236 	-0.00697747 	-1.37995e-20
-0.97696 	-3.69068e-32 	-2.60209e-19 	0.644546 	-0.00795565 	1.2395e-20
-0.931994 	-5.25597e-32 	-3.20924e-19 	0.61478 	-0.00860015 	1.25268e-19
-0.8892 	-6.93877e-32 	-2.42861e-19 	0.582767 	-0.00929684 	-6.16046e-20
-0.848474 	-6.85678e-32 	-2.42861e-19 	0.548172 	-0.0100575 	1.71665e-19
-0.809714 	-8.15678e-32 	-2.42861e-19 	0.510828 	-0.0108896 	-3.3738e-19
-0.772827 	-9.29095e-32 	-1.04083e-19 	0.4705 	-0.0117992 	1.9961e-19
-0.737721 	-1.07538e-31 	-4.59702e-19 	0.426919 	-0.0127928 	-1.5909e-19
-0.704312 	-1.28525e-31 	-7.37257e-19 	0.3798 	-0.0138744 	-4.98786e-20
-0.672516 	-1.4392e-31 	-7.97973e-19 	0.328859 	-0.0150304 	-5.93177e-20
-0.642256 	-1.51574e-31 	-9.36751e-19 	0.273909 	-0.0161915 	2.23325e-19
-0.613458 	-1.48578e-31 	-9.36751e-19 	0.215132 	-0.0171569 	7.76831e-20
-0.58605 	-1.30253e-31 	-6.59195e-19 	0.153805 	-0.0174933 	-1.28854e-19
-0.559967 	-1.11086e-31 	-4.59702e-19 	0.092897 	-0.0164627 	-2.48673e-19
-0.535144 	-1.01724e-31 	-6.76542e-19 	0.0381127 	-0.0130386 	-6.22199e-20
-0.51152 	-8.96484e-32 	-1.04569e-18 	0.00702969 	-0.00594998 	1.34546e-19
0.51152 	0 	-4.33681e-19 	-0.000681951 	0.000640414 	-8.95771e-20
0.535144 	0 	-4.33681e-19 	-0.00419562 	0.00158647 	2.65463e-20
0.559967 	0 	-5.72459e-19 	-0.0111772 	0.00228496 	1.80159e-19
0.58605 	0 	-5.72459e-19 	-0.0201601 	0.00279416 	3.10242e-20
0.613458 	0 	-5.72459e-19 	-0.0306376 	0.00315407 	-4.57777e-20
0.642256 	0 	-8.50015e-19 	-0.0421883 	0.00340005 	-9.39576e-20
0.672516 	0 	-9.88792e-19 	-0.0544681 	0.00356359 	7.10112e-20
0.704312 	0 	-9.88792e-19 	-0.0672416 	0.00367284 	3.84888e-20
0.737721 	0 	-9.88792e-19 	-0.0803651 	0.00375336 	-2.59065e-20
0.772827 	0 	-9.88792e-19 	-0.0937796 	0.00382841 	-6.07342e-20
0.809714 	0 	-9.88792e-19 	-0.107503 	0.00391896 	2.08159e-19
0.848474 	0 	-1.12757e-18 	-0.121627 	0.00404358 	-1.54398e-19
0.8892 	0 	-1.26635e-18 	-0.136321 	0.00421745 	8.55388e-20
0.931994 	0 	-1.26635e-18 	-0.151704 	0.00445028 	-1.51355e-19
0.97696 	0 	-1.26635e-18 	-0.167943 	0.00475547 	3.5788e-20
1.05628 	0 	-1.12757e-18 	-0.199397 	0.00540005 	1.39466e-20
1.17064 	0 	-9.88792e-19 	-0.245719 	0.00512547 	2.07751e-20
1.28866 	0 	-9.88792e-19 	-0.291482 	0.00537804 	-3.99416e-21
1.41046 	0 	-9.88792e-19 	-0.342103 	0.00519969 	-1.562e-20
1.53616 	0 	-9.88792e-19 	-0.389897 	0.00499674 	-1.69192e-20
1.66588 	0 	-8.50015e-19 	-0.438296 	0.00453339 	-6.69763e-22
1.79976 	0 	-7.11237e-19 	-0.480875 	0.00387 	4.2352e-20
1.93791 	0 	-7.11237e-19 	-0.518028 	0.00297175 	-3.38674e-20
2.0805 	0 	-7.11237e-19 	-0.544533 	0.00182861 	1.74294e-20
2.22764 	0 	-7.11237e-19 	-0.558555 	0.00044207 	-2.12356e-20
2.37949 	0 	-7.11237e-19 	-0.554936 	-0.0012168 	7.34753e-21
2.53621 	0 	-7.11237e-19 	-0.530283 	-0.00310568 	2.19375e-21
2.69794 	0 	-7.11237e-19 	-0.479859 	-0.00506263 	-7.58645e-21
2.86485 	0 	-5.55112e-19 	-0.40369 	-0.00674995 	5.25721e-21
3.0371 	0 	-3.98986e-19 	-0.305525 	-0.00787405 	-2.85018e-21
3.21486 	0 	-3.98986e-19 	-0.193229 	-0.00834255 	1.31457e-21
3.39832 	0 	-3.98986e-19 	-0.07452 	-0.00824259 	-9.0864e-22
3.58764 	0 	-2.60209e-19 	0.0434899 	-0.00773671 	2.93418e-22
3.78303 	0 	-1.21431e-19 	0.155868 	-0.0069924 	-9.26266e-22
3.98467 	0 	-1.21431e-19 	0.259402 	-0.00614639 	4.1764e-22
4.19276 	0 	-1.21431e-19 	0.352571 	-0.00529692 	-2.56788e-21
4.40752 	0 	-2.60209e-19 	0.43502 	-0.00450424 	1.23248e-21
4.62915 	0 	-3.98986e-19 	0.507213 	-0.00379908 	4.0085e-22
4.85787 	0 	-3.98986e-19 	0.57003 	-0.00319154 	-5.68314e-22
5.09391 	0 	-3.98986e-19 	0.624574 	-0.00267889 	-1.10742e-21
5.33751 	0 	-3.98986e-19 	0.671939 	-0.00225222 	2.39182e-22
5.58891 	0 	-3.98986e-19 	0.713197 	-0.00189981 	-1.96005e-21
5.84835 	0 	-3.98986e-19 	0.749258 	-0.00161029 	1.09827e-21
