-6 	4.77595e-34 	-3.86577e-20 	0.0754914
-5.77083 	-3.74904e-34 	4.80785e-20 	0.0754914
-5.3286 	2.52659e-33 	-1.73472e-20 	0.0761657
-4.9175 	9.9112e-33 	3.46945e-20 	0.0785134
-4.53532 	6.34656e-33 	5.20417e-19 	0.0806479
-4.18004 	-2.2685e-33 	5.72459e-19 	0.0849216
-3.84975 	-1.74382e-32 	4.0766e-19 	0.0886468
-3.54271 	-2.66258e-32 	6.93889e-19 	0.0950161
-3.25726 	-1.14939e-32 	9.36751e-19 	0.100624
-2.99191 	-2.20333e-33 	8.23994e-19 	0.109465
-2.74523 	-1.15437e-32 	6.33174e-19 	0.117383
-2.5159 	2.13486e-33 	7.37257e-19 	0.129285
-2.30271 	2.38955e-32 	7.02563e-19 	0.14016
-2.10452 	1.15036e-32 	4.51028e-19 	0.15589
-1.92028 	1.13311e-32 	5.55112e-19 	0.17065
-1.749 	1.70453e-32 	7.97973e-19 	0.19123
-1.58977 	-5.47467e-33 	8.23994e-19 	0.211169
-1.44175 	-1.86273e-32 	7.89299e-19 	0.237924
-1.30414 	-5.81874e-33 	4.16334e-19 	0.26461
-1.17622 	-2.03206e-33 	-3.46945e-20 	0.299143
-1.05729 	-2.65263e-32 	-1.56125e-19 	0.333834
-0.97696 	-3.69068e-32 	-2.60209e-19 	0.36565
-0.931994 	-5.25597e-32 	-3.20924e-19 	0.384484
-0.8892 	-6.93877e-32 	-2.42861e-19 	0.403658
-0.848474 	-6.85678e-32 	-2.42861e-19 	0.423233
-0.809714 	-8.15678e-32 	-2.42861e-19 	0.443017
-0.772827 	-9.29095e-32 	-1.04083e-19 	0.462802
-0.737721 	-1.07538e-31 	-4.59702e-19 	0.482343
-0.704312 	-1.28525e-31 	-7.37257e-19 	0.501323
-0.672516 	-1.4392e-31 	-7.97973e-19 	0.519346
-0.642256 	-1.51574e-31 	-9.36751e-19 	0.535934
-0.613458 	-1.48578e-31 	-9.36751e-19 	0.550571
-0.58605 	-1.30253e-31 	-6.59195e-19 	0.56291
-0.559967 	-1.11086e-31 	-4.59702e-19 	0.57285
-0.535144 	-1.01724e-31 	-6.76542e-19 	0.581595
-0.51152 	-8.96484e-32 	-1.04569e-18 	0.597593
0.51152 	0 	-4.33681e-19 	-0.291155
0.535144 	0 	-4.33681e-19 	-0.29305
0.559967 	0 	-5.72459e-19 	-0.294093
0.58605 	0 	-5.72459e-19 	-0.294982
0.613458 	0 	-5.72459e-19 	-0.295797
0.642256 	0 	-8.50015e-19 	-0.296583
0.672516 	0 	-9.88792e-19 	-0.2974
0.704312 	0 	-9.88792e-19 	-0.298293
0.737721 	0 	-9.88792e-19 	-0.299298
0.772827 	0 	-9.88792e-19 	-0.300448
0.809714 	0 	-9.88792e-19 	-0.301778
0.848474 	0 	-1.12757e-18 	-0.30333
0.8892 	0 	-1.26635e-18 	-0.305166
0.931994 	0 	-1.26635e-18 	-0.307292
0.97696 	0 	-1.26635e-18 	-0.309834
1.05628 	0 	-1.12757e-18 	-0.316253
1.17064 	0 	-9.88792e-19 	-0.323832
1.28866 	0 	-9.88792e-19 	-0.337064
1.41046 	0 	-9.88792e-19 	-0.350367
1.53616 	0 	-9.88792e-19 	-0.366974
1.66588 	0 	-8.50015e-19 	-0.383183
1.79976 	0 	-7.11237e-19 	-0.398777
1.93791 	0 	-7.11237e-19 	-0.410267
2.0805 	0 	-7.11237e-19 	-0.415367
2.22764 	0 	-7.11237e-19 	-0.410241
2.37949 	0 	-7.11237e-19 	-0.391682
2.53621 	0 	-7.11237e-19 	-0.356669
2.69794 	0 	-7.11237e-19 	-0.304255
2.86485 	0 	-5.55112e-19 	-0.237877
3.0371 	0 	-3.98986e-19 	-0.165658
3.21486 	0 	-3.98986e-19 	-0.0967726
3.39832 	0 	-3.98986e-19 	-0.0384433
3.58764 	0 	-2.60209e-19 	0.00608623
3.78303 	0 	-1.21431e-19 	0.0365138
3.98467 	0 	-1.21431e-19 	0.0547348
4.19276 	0 	-1.21431e-19 	0.0634901
4.40752 	0 	-2.60209e-19 	0.0655794
4.62915 	0 	-3.98986e-19 	0.0633785
4.85787 	0 	-3.98986e-19 	0.0587034
5.09391 	0 	-3.98986e-19 	0.0528262
5.33751 	0 	-3.98986e-19 	0.0465755
5.58891 	0 	-3.98986e-19 	0.040457
5.84835 	0 	-3.98986e-19 	0.034748
